fecha,descripcion,referencia,valor,moneda_id,cuenta_id,terceroid,grupoid,conceptoid
2024-10-08,Compra F2X S.A.S. Fact DEFL977967,DEFL977967,-12200.0,1,,,,
2024-10-02,Compra F2X S.A.S. Fact FLYP6026004,FLYP6026004,-60400.0,1,,,,
2024-10-01,Compra F2X S.A.S. Fact DEFL53671,DEFL53671,-12200.0,1,,,,
2024-10-01,Compra PRICESMART COLOMBIA S.A.S. Fact FESD14906712,FESD14906712,-212601.0,1,,,,
2024-09-25,Compra CAPIRO VIVERO S.A.S Fact FE15532,FE15532,-37000.0,1,,,,
2024-09-24,Compra PRICESMART COLOMBIA S.A.S. Fact FESD14766340,FESD14766340,-869535.0,1,,,,
2024-09-19,Compra CAPIRO VIVERO S.A.S Fact FE15316,FE15316,-32000.0,1,,,,
2024-09-19,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE8861,FE8861,-17800.01,1,,,,
2024-09-11,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE8716,FE8716,-46800.0,1,,,,
2024-09-10,Compra INVERSIONES RAMEJ S.A.S Fact EPOS37021,EPOS37021,-150400.0,1,,,,
2024-09-06,Compra F2X S.A.S. Fact FLYP5814994,FLYP5814994,-73500.0,1,,,,
2024-09-05,Compra CAPIRO VIVERO S.A.S Fact FE14823,FE14823,-133000.0,1,,,,
2024-09-05,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE8619,FE8619,-9199.97,1,,,,
2024-08-28,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE8479,FE8479,-163200.01,1,,,,
2024-08-27,Compra SOCIEDAD COLOMBIANA DE ORQUIDE Fact FE5700,FE5700,-73000.74,1,,,,
2024-08-24,Compra COOPERATIVA COLANTA Fact 145E33490,145E33490,-76800.0,1,,,,
2024-08-20,Compra AGROFACIL SAS Fact FE34668,FE34668,-852030.0,1,,,,
2024-08-20,Compra SODIMAC COLOMBIA S.A. Fact 4413100269264,4413100269264,-149100.0,1,,,,
2024-08-16,Compra COOPERATIVA COLANTA Fact 145E32281,145E32281,-91200.0,1,,,,
2024-08-14,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE8228,FE8228,-41400.0,1,,,,
2024-08-06,Compra F2X S.A.S. Fact FLYP5608324,FLYP5608324,-74700.0,1,,,,
2024-08-06,Compra INVERSIONES RAMEJ S.A.S Fact EPOS25419,EPOS25419,-71800.0,1,,,,
2024-08-01,Compra PLANTAS DEL TAMBO S.A.S. Fact FE29405,FE29405,-114000.0,1,,,,
2024-07-31,Compra CAPIRO VIVERO S.A.S Fact FE13566,FE13566,-29500.0,1,,,,
2024-07-31,Compra COOPERATIVA COLANTA Fact 145E30006,145E30006,-78487.0,1,,,,
2024-07-31,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE7974,FE7974,-66599.99,1,,,,
2024-07-27,Compra AGROBOLIVAR FLOWERS S.A.S. Fact AF84673,AF84673,-52400.0,1,,,,
2024-07-27,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE7908,FE7908,-89799.99,1,,,,
2024-07-26,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE7889,FE7889,-105594.2,1,,,,
2024-07-25,Compra FADUQUIN S.A.S. Fact FDQN15815,FDQN15815,-441375.0,1,,,,
2024-07-25,Compra PLANTAS DEL TAMBO S.A.S. Fact FE29276,FE29276,-1425900.0,1,,,,
2024-07-24,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE7845,FE7845,-122200.02,1,,,,
2024-07-23,Compra MATERIALES MAESTRO COLOMBIA SAS Fact FE7797,FE7797,-630000.0,1,,,,
